region,distrito,municipio_escolar,codigo_escuela,nombre_escuela,matricula5_17,matricula5_17bnp
PONCE,YAUCO,GUANICA,50682,MARIA DEL ROSARIO CRUZ,47,43
PONCE,YAUCO,GUANICA,50690,ELSA COUTO ANNONI,139,101
PONCE,YAUCO,GUANICA,50724,FRATERNIDAD,110,79
PONCE,YAUCO,GUANICA,50740,AGRIPINA SEDA,350,308
PONCE,YAUCO,GUANICA,50757,JOSE RODRIGUEZ DE SOTO,380,295
PONCE,YAUCO,GUANICA,50765,OLGA EVANGELINA COLON (LA LUNA),180,133
PONCE,YAUCO,GUANICA,50773,LUIS MUNOZ RIVERA,134,113
PONCE,YAUCO,GUANICA,50781,MAGUEYES,95,77
PONCE,YAUCO,GUANICA,50799,MARIA L MCDOUGALL,207,188
PONCE,YAUCO,GUANICA,50815,CEFERINO COLON,115,94
PONCE,YAUCO,GUANICA,50823,TERESITA NAZARIO SIURANO,268,186
PONCE,YAUCO,GUANICA,57620,AUREA E. QUILES CLAUDIO,471,353
PONCE,YAUCO,GUAYANILLA,51110,FRANCISCO RODRIGUEZ LOPEZ,259,199
PONCE,YAUCO,GUAYANILLA,51151,CONSEJO,127,107
PONCE,YAUCO,GUAYANILLA,51177,HIPOLITO GARCIA BORRERO,219,162
PONCE,YAUCO,GUAYANILLA,51185,ARISTIDES CALES QUIROS,549,437
PONCE,YAUCO,GUAYANILLA,51250,CONSUELO FELICIANO NEGRON,108,97
PONCE,YAUCO,GUAYANILLA,51268,PADRE NAZARIO,115,94
PONCE,YAUCO,GUAYANILLA,51276,ZOILO FERRERO,101,91
PONCE,YAUCO,GUAYANILLA,51292,QUEBRADAS,189,144
PONCE,YAUCO,GUAYANILLA,51334,DALILA TORRES,167,139
PONCE,YAUCO,GUAYANILLA,57125,ASUNCION RODRIGUEZ DE SALA,536,368
PONCE,YAUCO,GUAYANILLA,58164,S. U.  BO. MACANA,748,564
PONCE,YAUCO,PEnUELAS,51839,FELIPE QUINONES,94,83
PONCE,YAUCO,PEnUELAS,51862,ELEMENTAL WEBSTER,300,232
PONCE,YAUCO,PEnUELAS,51870,RAFAEL IRIZARRY,500,385
PONCE,YAUCO,PEnUELAS,51938,S. U. JORGE LUCAS,282,213
PONCE,YAUCO,PEnUELAS,51946,RAMON PEREZ PURCELL,306,262
PONCE,YAUCO,PEnUELAS,51953,ADOLFO GRANA RIVERA,281,230
PONCE,YAUCO,PEnUELAS,51961,TALLABOA ALTA I,93,85
PONCE,YAUCO,PEnUELAS,51979,TALLABOA PONIENTE,133,95
PONCE,YAUCO,PEnUELAS,54429,TALLABOA ALTA INTERMEDIA,248,212
PONCE,YAUCO,PEnUELAS,57323,MIGUEL GONZALEZ BAUZA,261,219
PONCE,YAUCO,PEnUELAS,57919,JOSEFA VELEZ BAUZA,668,499
PONCE,YAUCO,PEnUELAS,58107,ELEMENTAL TALLABOA ALTA,249,214
PONCE,YAUCO,PEnUELAS,58115,INTERMEDIA BARRIO SANTO DOMINGO,94,80
PONCE,YAUCO,YAUCO,53314,TERESA SEMIDEI RODRIGUEZ,80,70
PONCE,YAUCO,YAUCO,53322,ALMACIGO ALTO 1,103,75
PONCE,YAUCO,YAUCO,53330,DORIS MARTINEZ (ALMACIGO ALTO 2),102,83
PONCE,YAUCO,YAUCO,53355,ALMACIGO BAJO I  Y II,118,91
PONCE,YAUCO,YAUCO,53363,ARTURO LLUBERAS,248,192
PONCE,YAUCO,YAUCO,53447,PATRIA PEREZ,122,99
PONCE,YAUCO,YAUCO,53470,ERNESTO RAMOS ANTONINI (ESPECIALIZADA BELLAS ART) ,374,194
PONCE,YAUCO,YAUCO,53512,LUIS MUNOZ RIVERA,235,186
PONCE,YAUCO,YAUCO,53579,LUIS A .FERRE AGUAYO (PALOMAS),128,103
PONCE,YAUCO,YAUCO,53595,RAFAEL MARTINEZ NADAL,171,151
PONCE,YAUCO,YAUCO,53603,ELVIRA VICENTE,410,312
PONCE,YAUCO,YAUCO,53611,CARMEN ESPADA,56,50
PONCE,YAUCO,YAUCO,53660,LENA M. FRANCESCH (RUBIAS KM. 25),112,109
PONCE,YAUCO,YAUCO,53678,INTERMEDIA ANA M. NEGRON ,249,199
PONCE,YAUCO,YAUCO,53686,S. U. JAIME CASTANER,244,212
PONCE,YAUCO,YAUCO,53702,SANTIAGO NEGRONI,304,164
PONCE,YAUCO,YAUCO,53710,SIERRA ALTA,61,53
PONCE,YAUCO,YAUCO,53744,BENECIA VELEZ,175,136
PONCE,YAUCO,YAUCO,54494,SANTA CATALINA,66,60
PONCE,YAUCO,YAUCO,55244,SUPERIOR OCUP. Y TECNICA DE YAUCO,729,507
PONCE,YAUCO,YAUCO,57000,JOSE O. TORRES FERMOSO,386,290
PONCE,YAUCO,YAUCO,57331,INES MARIA MENDOZA,282,206
PONCE,YAUCO,YAUCO,58099,PROFESORA LUISA MONSEGUR VELEZ,197,147
PONCE,YAUCO,YAUCO,58305,LOAIZA CORDERO DE ROSARIO,590,455
SAN JUAN,CAROLINA,CAROLINA I,60228,JESUS M. SUAREZ,127,103
SAN JUAN,CAROLINA,CAROLINA I,60251,CACAO CENTRO,157,139
SAN JUAN,CAROLINA,CAROLINA I,60277,JUANA RODRIQUEZ MUNDO,112,98
SAN JUAN,CAROLINA,CAROLINA I,60285,AGUSTIN RODRIGUEZ HERNANDEZ,102,89
SAN JUAN,CAROLINA,CAROLINA I,60293,DR. CLEMENTE FERNANDEZ,210,170
SAN JUAN,CAROLINA,CAROLINA I,60327,DR. FACUNDO BUESO,314,276
SAN JUAN,CAROLINA,CAROLINA I,60335,S. U. JESUS T. PINERO,419,352
SAN JUAN,CAROLINA,CAROLINA I,60343,JOSE SEVERO QUINONES,481,397
SAN JUAN,CAROLINA,CAROLINA I,60368,LUIS MUNOZ RIVERA,222,202
SAN JUAN,CAROLINA,CAROLINA I,60392,CRUZ SALGUERO TORRES,264,206
SAN JUAN,CAROLINA,CAROLINA I,60426,S. U. CARLOS CONDE MARIN,283,227
SAN JUAN,CAROLINA,CAROLINA I,60442,SALVADOR BRAU INTERMEDIA,216,182
SAN JUAN,CAROLINA,CAROLINA I,60459,PEDRO J. RODRIGUEZ OQUENDO,132,125
SAN JUAN,CAROLINA,CAROLINA I,60475,SALVADOR BRAU ELEMENTAL,115,91
SAN JUAN,CAROLINA,CAROLINA I,60905,LORENZO VIZCARRONDO,477,316
SAN JUAN,CAROLINA,CAROLINA I,61853,ANGEL P. MILLAN ROHENA SUPERIOR,518,381
SAN JUAN,CAROLINA,CAROLINA I,62182,FRANCISCO (PRISCO) FUENTES,361,266
SAN JUAN,CAROLINA,CAROLINA I,64949,ROBERTO CLEMENTE,298,265
SAN JUAN,CAROLINA,CAROLINA I,65367,MARTIN GONZALEZ,393,299
SAN JUAN,CAROLINA,CAROLINA I,66480,PETRA ROMAN VIGO,219,203
SAN JUAN,CAROLINA,CAROLINA I,68510,JUANA A MENDEZ(METROPOLIS),496,399
SAN JUAN,CAROLINA,CAROLINA I,75986,INTERMEDIA NUEVO ENF ANGEL P. MILLAN ,459,405
SAN JUAN,CAROLINA,CAROLINA II,60301,INTERMEDIA  EDUARDO J. SALDANA,191,164
SAN JUAN,CAROLINA,CAROLINA II,60319,AMALIA EXPOSITO,322,274
SAN JUAN,CAROLINA,CAROLINA II,60350,JULIA DE BURGOS,345,269
SAN JUAN,CAROLINA,CAROLINA II,60400,PASCASIO P. SANCERRIT,371,327
SAN JUAN,CAROLINA,CAROLINA II,60418,PEDRO MOCZO BANIET,355,291
SAN JUAN,CAROLINA,CAROLINA II,60434,INES M. MENDOZA DE MUNOZ MARIN,165,157
SAN JUAN,CAROLINA,CAROLINA II,62174,REV. FELIX CASTRO RODRIGUEZ,413,273
SAN JUAN,CAROLINA,CAROLINA II,64956,MARIA TERESA SERRANO,377,299
SAN JUAN,CAROLINA,CAROLINA II,65003,DR. JOSE M. LAZARO,484,347
SAN JUAN,CAROLINA,CAROLINA II,65078,JESUS MARIA SANROMA,428,356
SAN JUAN,CAROLINA,CAROLINA II,65268,DR. RAMON MELLADO PARSONS,162,148
SAN JUAN,CAROLINA,CAROLINA II,65276,MARIA LOPEZ PONCE,302,249
SAN JUAN,CAROLINA,CAROLINA II,65425,LUIS MUNOZ MARIN,239,231
SAN JUAN,CAROLINA,CAROLINA II,65433,JESUS RIVERA BULTRON,208,180
SAN JUAN,CAROLINA,CAROLINA II,65987,FRANCISCO MATIAS LUGO,550,381
SAN JUAN,CAROLINA,CAROLINA II,65995,RENE MARQUES,505,361
SAN JUAN,CAROLINA,CAROLINA II,66001,DR. MODESTO RIVERA RIVERA,322,242
SAN JUAN,CAROLINA,CAROLINA II,66019,AGUSTIN CABRERA,335,250
SAN JUAN,CAROLINA,CAROLINA II,66209,LUZ AMERICA CALDERON,479,320
SAN JUAN,CAROLINA,CAROLINA II,66498,MANUEL FEBRES GONZALEZ,406,374
SAN JUAN,CAROLINA,CAROLINA II,67660,LOLA RODRIGUEZ DE TIO,158,138
SAN JUAN,CAROLINA,CAROLINA II,69930,GILBERTO CONCEPCION DE GRACIA,730,530
SAN JUAN,GUAYNABO,GUAYNABO,75630,BETTY ROSADO DE VEGA,243,215
SAN JUAN,GUAYNABO,GUAYNABO,75648,JUANILLO FUENTES,225,192
SAN JUAN,GUAYNABO,GUAYNABO,75655,HATO NUEVO,118,105
SAN JUAN,GUAYNABO,GUAYNABO,75663,JOSE DE DIEGO,143,113
SAN JUAN,GUAYNABO,GUAYNABO,75671,ALEJANDRO CRUZ JR.,130,102
SAN JUAN,GUAYNABO,GUAYNABO,75689,S.U. RAFAEL HERNANDEZ,178,145
SAN JUAN,GUAYNABO,GUAYNABO,75697,JUAN ROMAN OCASIO,160,139
SAN JUAN,GUAYNABO,GUAYNABO,75705,RAFAEL MARTINEZ NADAL,448,362
SAN JUAN,GUAYNABO,GUAYNABO,75713,RAMON MARIN SOLA,414,350
SAN JUAN,GUAYNABO,GUAYNABO,75739,ROSALINA C. MARTINEZ,337,306
SAN JUAN,GUAYNABO,GUAYNABO,75747,MARIANO ABRIL ELEM.,229,195
SAN JUAN,GUAYNABO,GUAYNABO,75770,SANTA ROSA III (ESPECIALIZADA MONTESORI),211,171
SAN JUAN,GUAYNABO,GUAYNABO,75788,SANTIAGO IGLESIAS PANTIN,427,293
SAN JUAN,GUAYNABO,GUAYNABO,75796,ESPERANZA LINARES,96,74
SAN JUAN,GUAYNABO,GUAYNABO,75804,JUAN A. MIRANDA,495,390
SAN JUAN,GUAYNABO,GUAYNABO,75812,JOSEFINA BARCELO,387,306
SAN JUAN,GUAYNABO,GUAYNABO,75820,LUIS MUNOZ RIVERA 2,194,177
SAN JUAN,GUAYNABO,GUAYNABO,75838,MARGARITA JANER PALACIOS,742,569
SAN JUAN,GUAYNABO,GUAYNABO,75846,LUIS MUNOZ RIVERA 1,210,168
SAN JUAN,GUAYNABO,GUAYNABO,75879,JUAN PONCE DE LEON (ESPECIALIZADA MONTESSORI),272,150
SAN JUAN,GUAYNABO,GUAYNABO,75887,MARIANO ABRIL INTERMEDIA,130,112
SAN JUAN,GUAYNABO,GUAYNABO,78253,NUEVA ELEMENTAL URBANA GUAYNABO,645,545
SAN JUAN,GUAYNABO,TRUJILLO ALTO,60095,EL CONQUISTADOR,277,199
SAN JUAN,GUAYNABO,TRUJILLO ALTO,60913,PETRA ZENON DE FABERY (SUP. VOC.),475,311
SAN JUAN,GUAYNABO,TRUJILLO ALTO,61804,INTERMEDIA RAFAEL CORDERO,285,243
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69013,TULIO LARRINAGA,328,258
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69021,FAIR VIEW,328,278
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69039,ANDRES VALCARCEL,319,264
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69047,MEDARDO CARAZO,582,458
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69054,JOSE F. DIAZ,419,303
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69088,PAUL G. MILLER,287,239
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69096,ANTONIO S. PEDREIRA ,174,138
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69112,JESUS SILVA,372,347
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69138,HERMINA DIAZ APONTE (LAGO ALTO),142,116
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69146,JESUS T. PINERO,213,202
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69153,NTRA. SRA. DE COVADONGA,153,144
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69161,ELEMENTAL RAFAEL CORDERO,236,185
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69179,INTERMEDIA ALEJANDRO TAPIA Y RIVERA,252,227
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69187,EUGENIO MARIA DE HOSTOS,251,233
SAN JUAN,GUAYNABO,TRUJILLO ALTO,79087,ELEMENTAL BO QUEBRADA NEGRITO,188,150
SAN JUAN,SAN JUAN I,SAN JUAN I,60038,JULIAN BLANCO (ESPECIALIZADA BALLET),111,52
SAN JUAN,SAN JUAN I,SAN JUAN I,61572,CENTRAL ARTES VISUALES (ESPECIALIZADA),622,190
SAN JUAN,SAN JUAN I,SAN JUAN I,61580,ANTONIA B. CAIMARY,317,269
SAN JUAN,SAN JUAN I,SAN JUAN I,61598,ABRAHAN LINCOLN,139,109
SAN JUAN,SAN JUAN I,SAN JUAN I,61622,DR. FRANCISCO HERNANDEZ Y GAETAN,384,344
SAN JUAN,SAN JUAN I,SAN JUAN I,61630,EMILIO CASTELAR,180,162
SAN JUAN,SAN JUAN I,SAN JUAN I,61648,MADAME LUCHETTI,178,157
SAN JUAN,SAN JUAN I,SAN JUAN I,61655,DR. FACUNDO BUESO,317,287
SAN JUAN,SAN JUAN I,SAN JUAN I,61663,DR. JOSE CELSO BARBOSA,240,195
SAN JUAN,SAN JUAN I,SAN JUAN I,61671,JOSE JULIAN ACOSTA (ESPECIALIZADA TEATRO),199,104
SAN JUAN,SAN JUAN I,SAN JUAN I,61689,LUIS MUNOZ RIVERA,374,317
SAN JUAN,SAN JUAN I,SAN JUAN I,61705,RAFAEL MARIA DE LABRA,264,224
SAN JUAN,SAN JUAN I,SAN JUAN I,61721,MARTIN G. BRUMBAUGH,149,133
SAN JUAN,SAN JUAN I,SAN JUAN I,61747,PADRE RUFO (ESPECIALIZADA BILINGUE),315,178
SAN JUAN,SAN JUAN I,SAN JUAN I,61754,DR. PEDRO G. GOYCO,167,155
SAN JUAN,SAN JUAN I,SAN JUAN I,61762,RAFAEL CORDERO (ESPECIALIZADA COMERCIO),306,186
SAN JUAN,SAN JUAN I,SAN JUAN I,61770,SEGUNDO RUIZ BELVIS,156,144
SAN JUAN,SAN JUAN I,SAN JUAN I,61788,TOMAS CARRION MADURO,32,26
SAN JUAN,SAN JUAN I,SAN JUAN I,63016,MANUEL CUEVAS BACENER,214,196
SAN JUAN,SAN JUAN I,SAN JUAN I,63073,DR. JULIO J. HENNA,270,254
SAN JUAN,SAN JUAN I,SAN JUAN I,63081,LUIS LLORENS TORRES (ESPECIALIZADA MONTESSORI),257,225
SAN JUAN,SAN JUAN I,SAN JUAN I,63099,LUIS RODRIGUEZ CABRERO,237,235
SAN JUAN,SAN JUAN I,SAN JUAN I,63123,RAMON POWER Y GIRALT,231,214
SAN JUAN,SAN JUAN I,SAN JUAN I,63149,REPUBLICA DEL PERU,228,211
SAN JUAN,SAN JUAN I,SAN JUAN I,64279,INSTITUTO LOAIZA  CORDERO,126,74
SAN JUAN,SAN JUAN I,SAN JUAN I,64758,MARIA M. DE PEREZ ALMIROTY,168,167
SAN JUAN,SAN JUAN I,SAN JUAN II,61333,DR. ANTONIO S. PEDREIRA (ESPECIALIZADA),318,206
SAN JUAN,SAN JUAN I,SAN JUAN II,61341,DR. ISAAC GONZALEZ MARTINEZ,225,202
SAN JUAN,SAN JUAN I,SAN JUAN II,61358,ELEONOR ROOSEVELT,313,202
SAN JUAN,SAN JUAN I,SAN JUAN II,61366,CENTRO EUGENIO MARIA DE HOSTOS,59,51
SAN JUAN,SAN JUAN I,SAN JUAN II,61374,EUGENIO MARIA DE HOSTOS,183,161
SAN JUAN,SAN JUAN I,SAN JUAN II,61382,GABRIELA MISTRAL,438,354
SAN JUAN,SAN JUAN I,SAN JUAN II,61390,JUAN JOSE OSUNA (ESPECIALIZADA RADIO Y TV),203,78
SAN JUAN,SAN JUAN I,SAN JUAN II,61416,JULIO SELLES SOLA,647,298
SAN JUAN,SAN JUAN I,SAN JUAN II,61424,LA ESPERANZA (LUIS PALES MATOS),151,105
SAN JUAN,SAN JUAN I,SAN JUAN II,61432,LAS AMERICAS,227,185
SAN JUAN,SAN JUAN I,SAN JUAN II,61440,TRINA PADILLA DE SANZ,315,229
SAN JUAN,SAN JUAN I,SAN JUAN II,61457,LUIS MUNIZ SOUFFRONT,188,175
SAN JUAN,SAN JUAN I,SAN JUAN II,61473,S. U. NEMESIO R. CANALES 2,240,234
SAN JUAN,SAN JUAN I,SAN JUAN II,61481,PEDRO C. TIMOTHEE,171,138
SAN JUAN,SAN JUAN I,SAN JUAN II,61507,REPUBLICA DE MEJICO,270,227
SAN JUAN,SAN JUAN I,SAN JUAN II,61515,REPUBLICA DE BRASIL,214,166
SAN JUAN,SAN JUAN I,SAN JUAN II,61523,REPUBLICA DEL SALVADOR,158,127
SAN JUAN,SAN JUAN I,SAN JUAN II,61531,UNIVERSITY GARDENS (ESPECIALIZADA),514,151
SAN JUAN,SAN JUAN I,SAN JUAN II,61549,RAFAEL HERNANDEZ MARIN,271,180
SAN JUAN,SAN JUAN I,SAN JUAN II,61564,WILLIAM D. BOYCE,396,343
SAN JUAN,SAN JUAN I,SAN JUAN II,64402,ERNESTO RAMOS ANTONINI (MUSICA) (ESPECIALIZADA),579,243
SAN JUAN,SAN JUAN I,SAN JUAN II,64915,CENTRO PEDIATRICO,14,7
SAN JUAN,SAN JUAN I,SAN JUAN II,65334,ARTURO SOMOHANO,235,225
SAN JUAN,SAN JUAN I,SAN JUAN II,65946,NEMESIO R. CANALES I,216,183
SAN JUAN,SAN JUAN I,SAN JUAN II,65953,VICTOR PAREZ COLLAZO,65,42
SAN JUAN,SAN JUAN I,SAN JUAN II,66316,SOTERO FIGUEROA,409,180
SAN JUAN,SAN JUAN I,SAN JUAN II,66357,PEDRO C. TIMOTHEE ANEXO,43,35
SAN JUAN,SAN JUAN II,SAN JUAN III,62166,VENUS GARDENS INTERMEDIA,506,367
SAN JUAN,SAN JUAN II,SAN JUAN III,62406,ANGEL RAMOS,219,198
SAN JUAN,SAN JUAN II,SAN JUAN III,62422,ANTONIO SARRIERA EGOZCUE,455,349
SAN JUAN,SAN JUAN II,SAN JUAN III,62489,DRA. ANTONIA SAEZ,319,232
SAN JUAN,SAN JUAN II,SAN JUAN III,62521,FELIPE GUTIERREZ,383,367
SAN JUAN,SAN JUAN II,SAN JUAN III,62562,GASPAR VILA MAYANS,282,261
SAN JUAN,SAN JUAN II,SAN JUAN III,62588,LAS VIRTUDES,259,242
SAN JUAN,SAN JUAN II,SAN JUAN III,62653,ELEMENTAL VILLA GRANADA,174,145
SAN JUAN,SAN JUAN II,SAN JUAN III,62679,ELEMENTAL AMALIA MARIN,143,116
SAN JUAN,SAN JUAN II,SAN JUAN III,62752,MANUEL CEPERO,139,120
SAN JUAN,SAN JUAN II,SAN JUAN III,62786,GERARDO SELLES SOLA,290,202
SAN JUAN,SAN JUAN II,SAN JUAN III,62802,DR. JOSE CELSO BARBOSA,267,237
SAN JUAN,SAN JUAN II,SAN JUAN III,62810,LUIS MUNOZ RIVERA,232,184
SAN JUAN,SAN JUAN II,SAN JUAN III,62851,LUIS PEREIRA LEAL,94,63
SAN JUAN,SAN JUAN II,SAN JUAN III,62877,REPUBLICA DE COLOMBIA,238,205
SAN JUAN,SAN JUAN II,SAN JUAN III,62919,SABANA LLANA,296,270
SAN JUAN,SAN JUAN II,SAN JUAN III,62927,SAN AGUSTIN,250,166
SAN JUAN,SAN JUAN II,SAN JUAN III,62950,RAMON VILA MAYO,486,360
SAN JUAN,SAN JUAN II,SAN JUAN III,62968,VILLA CAPRI,265,243
SAN JUAN,SAN JUAN II,SAN JUAN III,64394,JARDINES DE MONTE HATILLO,190,176
SAN JUAN,SAN JUAN II,SAN JUAN III,64410,ANGELES PATOR (SAN MARTIN),267,238
SAN JUAN,SAN JUAN II,SAN JUAN III,64691,DR. JOSE G. PADILLA,253,216
SAN JUAN,SAN JUAN II,SAN JUAN III,65557,INTERMEDIA VILLA GRANADA,247,209
SAN JUAN,SAN JUAN II,SAN JUAN III,65797,JARDINES DEL PARAISO,90,86
SAN JUAN,SAN JUAN II,SAN JUAN III,66225,CARMEN GOMEZ TEJERA,164,127
SAN JUAN,SAN JUAN II,SAN JUAN III,66241,DR. CESAREO ROSA NIEVES,279,261
SAN JUAN,SAN JUAN II,SAN JUAN III,67785,ELEMENTAL BERWIND,250,235
SAN JUAN,SAN JUAN II,SAN JUAN III,67934,INTERMEDIA BERWIND,422,376
SAN JUAN,SAN JUAN II,SAN JUAN III,67942,SUPERIOR BERWIND,335,281
SAN JUAN,SAN JUAN II,SAN JUAN III,77289,ELEMENTAL NUEVA DR. RAFAEL LoPEZ SICARDo,240,212
SAN JUAN,SAN JUAN II,SAN JUAN IV,61325,BELLA VISTA,85,78
SAN JUAN,SAN JUAN II,SAN JUAN IV,62398,MIGUEL SUCH,875,717
SAN JUAN,SAN JUAN II,SAN JUAN IV,62430,BOLIVAR PAGAN,428,369
SAN JUAN,SAN JUAN II,SAN JUAN IV,62448,MOISES MELENDEZ,191,167
SAN JUAN,SAN JUAN II,SAN JUAN IV,62463,PACHIN MARIN,298,272
SAN JUAN,SAN JUAN II,SAN JUAN IV,62497,DR. JOSE N. GANDARA,291,267
SAN JUAN,SAN JUAN II,SAN JUAN IV,62513,EMILIO DEL TORO CUEVAS,141,100
SAN JUAN,SAN JUAN II,SAN JUAN IV,62539,JUANITA GARCIA PERAZA,290,258
SAN JUAN,SAN JUAN II,SAN JUAN IV,62547,JUAN PONCE DE LEON,127,114
SAN JUAN,SAN JUAN II,SAN JUAN IV,62554,JUAN RAMON JIMENEZ,238,207
SAN JUAN,SAN JUAN II,SAN JUAN IV,62570,LAS MERCEDES,272,204
SAN JUAN,SAN JUAN II,SAN JUAN IV,62604,MANUEL A. PEREZ,243,192
SAN JUAN,SAN JUAN II,SAN JUAN IV,62612,RAFAEL HERNANDEZ,213,161
SAN JUAN,SAN JUAN II,SAN JUAN IV,62646,SANTIAGO IGLESIAS PANTIN,262,233
SAN JUAN,SAN JUAN II,SAN JUAN IV,62984,ALBERT EINSTEIN,309,242
SAN JUAN,SAN JUAN II,SAN JUAN IV,62992,JAIME ROSARIO (B VISTA ELEMENTAL),184,164
SAN JUAN,SAN JUAN II,SAN JUAN IV,63024,MANUEL ELZABURU VIZCARRONDO,310,286
SAN JUAN,SAN JUAN II,SAN JUAN IV,63032,FEDERICO ASENJO (PRE-TECNICA) (ESPECIALIZADA),306,256
SAN JUAN,SAN JUAN II,SAN JUAN IV,63057,HAYDEE REXACH,172,156
SAN JUAN,SAN JUAN II,SAN JUAN IV,63065,JESUS MARIA QUINONES,189,113
SAN JUAN,SAN JUAN II,SAN JUAN IV,63107,MANUEL BOADA,292,277
SAN JUAN,SAN JUAN II,SAN JUAN IV,63131,ERNESTO RAMON ANTONINI,352,303
SAN JUAN,SAN JUAN II,SAN JUAN IV,63156,SANTIAGO IGLESIAS PANTIN,230,189
SAN JUAN,SAN JUAN II,SAN JUAN IV,63164,SOFIA REXACH (ESPECIALIZADA MONTESSORI),126,103
SAN JUAN,SAN JUAN II,SAN JUAN IV,63172,ALEJANDRO TAPIA Y RIVERA,269,222
SAN JUAN,SAN JUAN II,SAN JUAN IV,64527,GUSTAVO A. BECQUER,254,235
SAN JUAN,SAN JUAN II,SAN JUAN IV,64998,LCDO.  GUILLERMO ATILES MOREAU,123,67
SAN JUAN,SAN JUAN II,SAN JUAN IV,66167,FRAY BARTOLOME DE LAS CASAS,390,383
SAN JUAN,SAN JUAN II,SAN JUAN V,61317,EMILIO B. HUYKE,157,142
SAN JUAN,SAN JUAN II,SAN JUAN V,61408,JUAN B. HUYKE,306,259
SAN JUAN,SAN JUAN II,SAN JUAN V,61499,RAFAEL RIVERA OTERO,311,293
SAN JUAN,SAN JUAN II,SAN JUAN V,61556,EVARISTO RIVERA CHEVREMONT,312,298
SAN JUAN,SAN JUAN II,SAN JUAN V,62661,AMALIA MARIN,418,332
SAN JUAN,SAN JUAN II,SAN JUAN V,62703,RAFAEL QUINONES VIDAL,240,187
SAN JUAN,SAN JUAN II,SAN JUAN V,62745,FELISA RINCON DE GAUTIER,173,120
SAN JUAN,SAN JUAN II,SAN JUAN V,62760,SALVADOR BRAU,135,101
SAN JUAN,SAN JUAN II,SAN JUAN V,62836,ANA ROQUE DE DUPREY,190,171
SAN JUAN,SAN JUAN II,SAN JUAN V,62844,ABELARDO DIAZ ALFARO,123,80
SAN JUAN,SAN JUAN II,SAN JUAN V,62885,JOSE COLOMBAN ROSARIO,217,158
SAN JUAN,SAN JUAN II,SAN JUAN V,62893,JUAN ANTONIO CORRETJER,246,178
SAN JUAN,SAN JUAN II,SAN JUAN V,62901,INES M MENDOZA VDA DE MUNOZ MARIN,598,496
SAN JUAN,SAN JUAN II,SAN JUAN V,62935,CARMEN SANABRIA DE FIGUEROA,188,152
SAN JUAN,SAN JUAN II,SAN JUAN V,62943,S. U. DR. ARTURO MORALES CARRION,307,262
SAN JUAN,SAN JUAN II,SAN JUAN V,65284,JOSE M. RIVERA SOLIS,236,203
SAN JUAN,SAN JUAN II,SAN JUAN V,65359,CONCHA MELENDEZ,110,108
SAN JUAN,SAN JUAN II,SAN JUAN V,65938,DR. EFRAIN SANCHEZ HIDALGO,41,33
SAN JUAN,SAN JUAN II,SAN JUAN V,66076,EL SENORIAL,261,168
SAN JUAN,SAN JUAN II,SAN JUAN V,66233,LUZ ENEIDA COLON (LA CUMBRE),415,325
,,Total Escuelas:,1442,Total de EstudiaNtes:,408226,314397
